index,split,image_id,image_path,mask_path
0,train,ISIC_0029199,images/ISIC_0029199.jpg,masks/ISIC_0029199_segmentation.png
1,train,ISIC_0032333,images/ISIC_0032333.jpg,masks/ISIC_0032333_segmentation.png
2,train,ISIC_0026191,images/ISIC_0026191.jpg,masks/ISIC_0026191_segmentation.png
3,train,ISIC_0029202,images/ISIC_0029202.jpg,masks/ISIC_0029202_segmentation.png
4,train,ISIC_0032166,images/ISIC_0032166.jpg,masks/ISIC_0032166_segmentation.png
5,train,ISIC_0025160,images/ISIC_0025160.jpg,masks/ISIC_0025160_segmentation.png
6,train,ISIC_0026729,images/ISIC_0026729.jpg,masks/ISIC_0026729_segmentation.png
7,train,ISIC_0028582,images/ISIC_0028582.jpg,masks/ISIC_0028582_segmentation.png
8,train,ISIC_0030480,images/ISIC_0030480.jpg,masks/ISIC_0030480_segmentation.png
9,train,ISIC_0025253,images/ISIC_0025253.jpg,masks/ISIC_0025253_segmentation.png
10,train,ISIC_0024853,images/ISIC_0024853.jpg,masks/ISIC_0024853_segmentation.png
11,train,ISIC_0027339,images/ISIC_0027339.jpg,masks/ISIC_0027339_segmentation.png
12,train,ISIC_0025223,images/ISIC_0025223.jpg,masks/ISIC_0025223_segmentation.png
13,train,ISIC_0026029,images/ISIC_0026029.jpg,masks/ISIC_0026029_segmentation.png
14,train,ISIC_0025981,images/ISIC_0025981.jpg,masks/ISIC_0025981_segmentation.png
15,train,ISIC_0029517,images/ISIC_0029517.jpg,masks/ISIC_0029517_segmentation.png
16,train,ISIC_0033600,images/ISIC_0033600.jpg,masks/ISIC_0033600_segmentation.png
17,train,ISIC_0030957,images/ISIC_0030957.jpg,masks/ISIC_0030957_segmentation.png
18,train,ISIC_0031285,images/ISIC_0031285.jpg,masks/ISIC_0031285_segmentation.png
19,train,ISIC_0032338,images/ISIC_0032338.jpg,masks/ISIC_0032338_segmentation.png
20,train,ISIC_0031379,images/ISIC_0031379.jpg,masks/ISIC_0031379_segmentation.png
21,train,ISIC_0029697,images/ISIC_0029697.jpg,masks/ISIC_0029697_segmentation.png
22,train,ISIC_0028443,images/ISIC_0028443.jpg,masks/ISIC_0028443_segmentation.png
