index,split,image_id,image_path,mask_path
0,train,ISIC_0010553,ISIC2018_Task1-2_Training_Input/ISIC_0010553.jpg,ISIC2018_Task1_Training_GroundTruth/ISIC_0010553_segmentation.png
1,train,ISIC_0015973,ISIC2018_Task1-2_Training_Input/ISIC_0015973.jpg,ISIC2018_Task1_Training_GroundTruth/ISIC_0015973_segmentation.png
2,train,ISIC_0013891,ISIC2018_Task1-2_Training_Input/ISIC_0013891.jpg,ISIC2018_Task1_Training_GroundTruth/ISIC_0013891_segmentation.png
3,train,ISIC_0009925,ISIC2018_Task1-2_Training_Input/ISIC_0009925.jpg,ISIC2018_Task1_Training_GroundTruth/ISIC_0009925_segmentation.png
4,train,ISIC_0014394,ISIC2018_Task1-2_Training_Input/ISIC_0014394.jpg,ISIC2018_Task1_Training_GroundTruth/ISIC_0014394_segmentation.png
5,train,ISIC_0013997,ISIC2018_Task1-2_Training_Input/ISIC_0013997.jpg,ISIC2018_Task1_Training_GroundTruth/ISIC_0013997_segmentation.png
6,train,ISIC_0015963,ISIC2018_Task1-2_Training_Input/ISIC_0015963.jpg,ISIC2018_Task1_Training_GroundTruth/ISIC_0015963_segmentation.png
7,train,ISIC_0011367,ISIC2018_Task1-2_Training_Input/ISIC_0011367.jpg,ISIC2018_Task1_Training_GroundTruth/ISIC_0011367_segmentation.png
8,train,ISIC_0000198,ISIC2018_Task1-2_Training_Input/ISIC_0000198.jpg,ISIC2018_Task1_Training_GroundTruth/ISIC_0000198_segmentation.png
9,train,ISIC_0010326,ISIC2018_Task1-2_Training_Input/ISIC_0010326.jpg,ISIC2018_Task1_Training_GroundTruth/ISIC_0010326_segmentation.png
10,train,ISIC_0001102,ISIC2018_Task1-2_Training_Input/ISIC_0001102.jpg,ISIC2018_Task1_Training_GroundTruth/ISIC_0001102_segmentation.png
11,train,ISIC_0010574,ISIC2018_Task1-2_Training_Input/ISIC_0010574.jpg,ISIC2018_Task1_Training_GroundTruth/ISIC_0010574_segmentation.png
12,train,ISIC_0015189,ISIC2018_Task1-2_Training_Input/ISIC_0015189.jpg,ISIC2018_Task1_Training_GroundTruth/ISIC_0015189_segmentation.png
13,train,ISIC_0014186,ISIC2018_Task1-2_Training_Input/ISIC_0014186.jpg,ISIC2018_Task1_Training_GroundTruth/ISIC_0014186_segmentation.png
14,train,ISIC_0000220,ISIC2018_Task1-2_Training_Input/ISIC_0000220.jpg,ISIC2018_Task1_Training_GroundTruth/ISIC_0000220_segmentation.png
15,train,ISIC_0013223,ISIC2018_Task1-2_Training_Input/ISIC_0013223.jpg,ISIC2018_Task1_Training_GroundTruth/ISIC_0013223_segmentation.png
16,train,ISIC_0013987,ISIC2018_Task1-2_Training_Input/ISIC_0013987.jpg,ISIC2018_Task1_Training_GroundTruth/ISIC_0013987_segmentation.png
17,train,ISIC_0000038,ISIC2018_Task1-2_Training_Input/ISIC_0000038.jpg,ISIC2018_Task1_Training_GroundTruth/ISIC_0000038_segmentation.png
18,train,ISIC_0000193,ISIC2018_Task1-2_Training_Input/ISIC_0000193.jpg,ISIC2018_Task1_Training_GroundTruth/ISIC_0000193_segmentation.png
19,train,ISIC_0013039,ISIC2018_Task1-2_Training_Input/ISIC_0013039.jpg,ISIC2018_Task1_Training_GroundTruth/ISIC_0013039_segmentation.png
20,train,ISIC_0014476,ISIC2018_Task1-2_Training_Input/ISIC_0014476.jpg,ISIC2018_Task1_Training_GroundTruth/ISIC_0014476_segmentation.png
21,train,ISIC_0014923,ISIC2018_Task1-2_Training_Input/ISIC_0014923.jpg,ISIC2018_Task1_Training_GroundTruth/ISIC_0014923_segmentation.png
22,train,ISIC_0010070,ISIC2018_Task1-2_Training_Input/ISIC_0010070.jpg,ISIC2018_Task1_Training_GroundTruth/ISIC_0010070_segmentation.png
23,train,ISIC_0009252,ISIC2018_Task1-2_Training_Input/ISIC_0009252.jpg,ISIC2018_Task1_Training_GroundTruth/ISIC_0009252_segmentation.png
24,train,ISIC_0002107,ISIC2018_Task1-2_Training_Input/ISIC_0002107.jpg,ISIC2018_Task1_Training_GroundTruth/ISIC_0002107_segmentation.png
25,train,ISIC_0012678,ISIC2018_Task1-2_Training_Input/ISIC_0012678.jpg,ISIC2018_Task1_Training_GroundTruth/ISIC_0012678_segmentation.png
26,train,ISIC_0000098,ISIC2018_Task1-2_Training_Input/ISIC_0000098.jpg,ISIC2018_Task1_Training_GroundTruth/ISIC_0000098_segmentation.png
27,train,ISIC_0013713,ISIC2018_Task1-2_Training_Input/ISIC_0013713.jpg,ISIC2018_Task1_Training_GroundTruth/ISIC_0013713_segmentation.png
28,train,ISIC_0012907,ISIC2018_Task1-2_Training_Input/ISIC_0012907.jpg,ISIC2018_Task1_Training_GroundTruth/ISIC_0012907_segmentation.png
29,train,ISIC_0001423,ISIC2018_Task1-2_Training_Input/ISIC_0001423.jpg,ISIC2018_Task1_Training_GroundTruth/ISIC_0001423_segmentation.png
30,train,ISIC_0013160,ISIC2018_Task1-2_Training_Input/ISIC_0013160.jpg,ISIC2018_Task1_Training_GroundTruth/ISIC_0013160_segmentation.png
31,train,ISIC_0014800,ISIC2018_Task1-2_Training_Input/ISIC_0014800.jpg,ISIC2018_Task1_Training_GroundTruth/ISIC_0014800_segmentation.png
32,train,ISIC_0002673,ISIC2018_Task1-2_Training_Input/ISIC_0002673.jpg,ISIC2018_Task1_Training_GroundTruth/ISIC_0002673_segmentation.png
33,train,ISIC_0010449,ISIC2018_Task1-2_Training_Input/ISIC_0010449.jpg,ISIC2018_Task1_Training_GroundTruth/ISIC_0010449_segmentation.png
34,train,ISIC_0011110,ISIC2018_Task1-2_Training_Input/ISIC_0011110.jpg,ISIC2018_Task1_Training_GroundTruth/ISIC_0011110_segmentation.png
35,train,ISIC_0001449,ISIC2018_Task1-2_Training_Input/ISIC_0001449.jpg,ISIC2018_Task1_Training_GroundTruth/ISIC_0001449_segmentation.png
36,train,ISIC_0012705,ISIC2018_Task1-2_Training_Input/ISIC_0012705.jpg,ISIC2018_Task1_Training_GroundTruth/ISIC_0012705_segmentation.png
37,train,ISIC_0000078,ISIC2018_Task1-2_Training_Input/ISIC_0000078.jpg,ISIC2018_Task1_Training_GroundTruth/ISIC_0000078_segmentation.png
38,train,ISIC_0000042,ISIC2018_Task1-2_Training_Input/ISIC_0000042.jpg,ISIC2018_Task1_Training_GroundTruth/ISIC_0000042_segmentation.png
39,train,ISIC_0014969,ISIC2018_Task1-2_Training_Input/ISIC_0014969.jpg,ISIC2018_Task1_Training_GroundTruth/ISIC_0014969_segmentation.png
40,train,ISIC_0010557,ISIC2018_Task1-2_Training_Input/ISIC_0010557.jpg,ISIC2018_Task1_Training_GroundTruth/ISIC_0010557_segmentation.png
41,train,ISIC_0011095,ISIC2018_Task1-2_Training_Input/ISIC_0011095.jpg,ISIC2018_Task1_Training_GroundTruth/ISIC_0011095_segmentation.png
42,train,ISIC_0009533,ISIC2018_Task1-2_Training_Input/ISIC_0009533.jpg,ISIC2018_Task1_Training_GroundTruth/ISIC_0009533_segmentation.png
43,train,ISIC_0015996,ISIC2018_Task1-2_Training_Input/ISIC_0015996.jpg,ISIC2018_Task1_Training_GroundTruth/ISIC_0015996_segmentation.png
44,train,ISIC_0009430,ISIC2018_Task1-2_Training_Input/ISIC_0009430.jpg,ISIC2018_Task1_Training_GroundTruth/ISIC_0009430_segmentation.png
